ev;kategoria;indoklas;dijazott_azon;nev;szemely_nev;szemely_teljes_nev;nem;szuletesi_ev;szuletesi_datum;szuletesi_hely;szervezet_nev;rovidites;alapitas_eve;jelleg;hovatartozas_1;hovatartozas_2;hovatartozas_3;hovatartozas_4
1975;Irodalmi;for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions;651;Eugenio Montale;Eugenio Montale;Eugenio Montale;férfi;;1896-10-12;Európa;;;;Személy;;;;
1975;Orvosi;for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell;408;Howard M. Temin;Howard M. Temin;Howard Martin Temin;férfi;;1934-12-10;Észak-Amerika;;;;Személy;University of Wisconsin, Madison, WI, USA;;;
1975;Fizikai;for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection;104;James Rainwater;James Rainwater;Leo James Rainwater;férfi;;1917-12-09;Észak-Amerika;;;;Személy;Columbia University, New York, NY, USA;;;
1975;Kémiai;for his work on the stereochemistry of enzyme-catalyzed reactions;247;John Cornforth;John Cornforth;John Warcup Cornforth;férfi;;1917-09-07;Óceánia;;;;Személy;University of Sussex, Brighton, United Kingdom;;;
1975;Közgazdasági;for their contributions to the theory of optimum allocation of resources;686;Leonid Vitaliyevich Kantorovich;Leonid Vitaliyevich Kantorovich;Leonid Vitaliyevich Kantorovich;férfi;;1912-01-19;Európa;;;;Személy;Academy of Sciences, Moscow, USSR (now Russia);;;
1975;Orvosi;for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell;407;Renato Dulbecco;Renato Dulbecco;Renato Dulbecco;férfi;;1914-02-22;Európa;;;;Személy;Imperial Cancer Research Fund Laboratory, London, United Kingdom;;;
1975;Közgazdasági;for their contributions to the theory of optimum allocation of resources;687;Tjalling C. Koopmans;Tjalling C. Koopmans;Tjalling C. Koopmans;férfi;;1910-08-28;Európa;;;;Személy;Yale University, New Haven, CT, USA;;;
1975;Kémiai;for his research into the stereochemistry of organic molecules and reactions;248;Vladimir Prelog;Vladimir Prelog;Vladimir Prelog;férfi;;1906-07-23;Európa;;;;Személy;Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology), Zurich, Switzerland;;;
1976;Orvosi;for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases;409;Baruch S. Blumberg;Baruch S. Blumberg;Baruch S. Blumberg;férfi;;1925-07-28;Észak-Amerika;;;;Személy;The Institute for Cancer Research, Philadelphia, PA, USA;;;
1976;Béke;for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland;535;Betty Williams;Betty Williams;Elizabeth Williams;nő;;1943-05-22;Európa;;;;Személy;;;;
1976;Fizikai;for their pioneering work in the discovery of a heavy elementary particle of a new kind;105;Burton Richter;Burton Richter;Burton Richter;férfi;;1931-03-22;Észak-Amerika;;;;Személy;Stanford Linear Accelerator Center, Stanford, CA, USA;;;
1976;Orvosi;for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases;410;D. Carleton Gajdusek;D. Carleton Gajdusek;D. Carleton Gajdusek;férfi;;1923-09-09;Észak-Amerika;;;;Személy;National Institutes of Health, Bethesda, MD, USA;;;
1976;Béke;for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland;536;Mairead Corrigan;Mairead Corrigan;Mairead Corrigan;nő;;1944-01-27;Európa;;;;Személy;;;;
1976;Közgazdasági;for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy;688;Milton Friedman;Milton Friedman;Milton Friedman;férfi;;1912-07-31;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1976;Fizikai;for their pioneering work in the discovery of a heavy elementary particle of a new kind;106;Samuel C.C. Ting;Samuel C.C. Ting;Samuel Chao Chung Ting;férfi;;1936-01-27;Észak-Amerika;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
1976;Irodalmi;for the human understanding and subtle analysis of contemporary culture that are combined in his work;652;Saul Bellow;Saul Bellow;Saul Bellow;férfi;;1915-06-10;Észak-Amerika;;;;Személy;;;;
1976;Kémiai;for his studies on the structure of boranes illuminating problems of chemical bonding;249;William Lipscomb;William Lipscomb;William N. Lipscomb;férfi;;1919-12-09;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1977;Béke;for worldwide respect for human rights;537;Amnesty International;;;;;;;Amnesty International;;1961;Szervezet;;;;
1977;Orvosi;for their discoveries concerning the peptide hormone production of the brain;412;Andrew V. Schally;Andrew V. Schally;Andrew V. Schally;férfi;;1926-11-30;Európa;;;;Személy;Veterans Administration Hospital, New Orleans, LA, USA;;;
1977;Közgazdasági;for their pathbreaking contribution to the theory of international trade and international capital movements;689;Bertil Ohlin;Bertil Ohlin;Bertil Ohlin;férfi;;1899-04-23;Európa;;;;Személy;Stockholm School of Economics, Stockholm, Sweden;;;
1977;Kémiai;for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures;250;Ilya Prigogine;Ilya Prigogine;Ilya Romanovich Prigogine;férfi;;1917-01-25;Európa;;;;Személy;Université Libre de Bruxelles, Brussels, Belgium;University of Texas, Austin, TX, USA;;
1977;Közgazdasági;for their pathbreaking contribution to the theory of international trade and international capital movements;690;James E. Meade;James E. Meade;James E. Meade;férfi;;1907-06-23;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1977;Fizikai;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems;109;John H. van Vleck;John H. van Vleck;John Hasbrouck van Vleck;férfi;;1899-03-13;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1977;Fizikai;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems;107;Philip W. Anderson;Philip W. Anderson;Philip Warren Anderson;férfi;;1923-12-13;Észak-Amerika;;;;Személy;Bell Telephone Laboratories, Murray Hill, NJ, USA;;;
1977;Orvosi;for their discoveries concerning the peptide hormone production of the brain;411;Roger Guillemin;Roger Guillemin;Roger Guillemin;férfi;;1924-01-11;Európa;;;;Személy;The Salk Institute, San Diego, CA, USA;;;
1977;Orvosi;for the development of radioimmunoassays of peptide hormones;413;Rosalyn Yalow;Rosalyn Yalow;Rosalyn Yalow;nő;;1921-07-19;Észak-Amerika;;;;Személy;Veterans Administration Hospital, Bronx, NY, USA;;;
1977;Fizikai;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems;108;Sir Nevill F. Mott;Sir Nevill F. Mott;Sir Nevill Francis Mott;férfi;;1905-09-30;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1977;Irodalmi;for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars;653;Vicente Aleixandre;Vicente Aleixandre;Vicente Aleixandre;férfi;;1898-04-26;Európa;;;;Személy;;;;
1978;Béke;for jointly having negotiated peace between Egypt and Israel in 1978;538;Anwar al-Sadat;Anwar al-Sadat;Mohamed Anwar al-Sadat;férfi;;1918-12-25;Afrika;;;;Személy;;;;
1978;Fizikai;for their discovery of cosmic microwave background radiation;111;Arno Penzias;Arno Penzias;Arno Allan Penzias;férfi;;1933-04-26;Európa;;;;Személy;Bell Laboratories, Holmdel, NJ, USA;;;
1978;Orvosi;for the discovery of restriction enzymes and their application to problems of molecular genetics;415;Daniel Nathans;Daniel Nathans;Daniel Nathans;férfi;;1928-10-30;Észak-Amerika;;;;Személy;Johns Hopkins University School of Medicine, Baltimore, MD, USA;;;
1978;Orvosi;for the discovery of restriction enzymes and their application to problems of molecular genetics;416;Hamilton O. Smith;Hamilton O. Smith;Hamilton O. Smith;férfi;;1931-08-23;Észak-Amerika;;;;Személy;Johns Hopkins University School of Medicine, Baltimore, MD, USA;;;
1978;Közgazdasági;for his pioneering research into the decision-making process within economic organizations;691;Herbert Simon;Herbert Simon;Herbert A. Simon;férfi;;1916-06-15;Észak-Amerika;;;;Személy;Carnegie Mellon University, Pittsburgh, PA, USA;;;
1978;Irodalmi;for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life;654;Isaac Bashevis Singer;Isaac Bashevis Singer;Isaac Bashevis Singer;férfi;;1904-07-14;Európa;;;;Személy;;;;
1978;Béke;for jointly having negotiated peace between Egypt and Israel in 1978;539;Menachem Begin;Menachem Begin;Menachem Begin;férfi;;1913-08-16;Európa;;;;Személy;;;;
1978;Kémiai;for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory;251;Peter Mitchell;Peter Mitchell;Peter D. Mitchell;férfi;;1920-09-29;Európa;;;;Személy;Glynn Research Laboratories, Bodmin, United Kingdom;;;
1978;Fizikai;for his basic inventions and discoveries in the area of low-temperature physics;110;Pyotr Kapitsa;Pyotr Kapitsa;Pyotr Leonidovich Kapitsa;férfi;;1894-07-09;Európa;;;;Személy;Academy of Sciences, Moscow, USSR (now Russia);;;
1978;Fizikai;for their discovery of cosmic microwave background radiation;112;Robert Woodrow Wilson;Robert Woodrow Wilson;Robert Woodrow Wilson;férfi;;1936-01-10;Észak-Amerika;;;;Személy;Bell Laboratories, Holmdel, NJ, USA;;;
1978;Orvosi;for the discovery of restriction enzymes and their application to problems of molecular genetics;414;Werner Arber;Werner Arber;Werner Arber;férfi;;1929-06-03;Európa;;;;Személy;Biozentrum der Universität, Basel, Switzerland;;;
1979;Fizikai;for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current;114;Abdus Salam;Abdus Salam;Abdus Salam;férfi;;1926-01-29;Ázsia;;;;Személy;International Centre for Theoretical Physics, Trieste, Italy;Imperial College, London, United Kingdom;;
1979;Orvosi;for the development of computer assisted tomography;417;Allan M. Cormack;Allan M. Cormack;Allan M. Cormack;férfi;;1924-02-23;Afrika;;;;Személy;Tufts University, Medford, MA, USA;;;
1979;Kémiai;for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis;253;Georg Wittig;Georg Wittig;Georg Wittig;férfi;;1897-06-16;Európa;;;;Személy;University of Heidelberg, Heidelberg, Germany;;;
1979;Orvosi;for the development of computer assisted tomography;418;Godfrey N. Hounsfield;Godfrey N. Hounsfield;Godfrey N. Hounsfield;férfi;;1919-08-28;Európa;;;;Személy;Central Research Laboratories, EMI, London, United Kingdom;;;
1979;Kémiai;for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis;252;Herbert C. Brown;Herbert C. Brown;Herbert C. Brown;férfi;;1912-05-22;Európa;;;;Személy;Purdue University, West Lafayette, IN, USA;;;
1979;Béke;for her work for bringing help to suffering humanity;540;Mother Teresa ;Mother Teresa ;Mother Teresa ;nő;;1910-08-26;Európa;;;;Személy;;;;
1979;Irodalmi;for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness;655;Odysseus Elytis;Odysseus Elytis;Odysseus Elytis;férfi;;1911-11-02;Európa;;;;Személy;;;;
1979;Fizikai;for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current;113;Sheldon Glashow;Sheldon Glashow;Sheldon Lee Glashow;férfi;;1932-12-05;Észak-Amerika;;;;Személy;Harvard University, Lyman Laboratory, Cambridge, MA, USA;;;
1979;Közgazdasági;for their pioneering research into economic development research with particular consideration of the problems of developing countries;693;Sir Arthur Lewis;Sir Arthur Lewis;Sir Arthur Lewis;férfi;;1915-01-23;Észak-Amerika;;;;Személy;Princeton University, Princeton, NJ, USA;;;
1979;Fizikai;for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current;115;Steven Weinberg;Steven Weinberg;Steven Weinberg;férfi;;1933-05-03;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1979;Közgazdasági;for their pioneering research into economic development research with particular consideration of the problems of developing countries;692;Theodore W. Schultz;Theodore W. Schultz;Theodore W. Schultz;férfi;;1902-04-30;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1980;Béke;for being a source of inspiration to repressed people, especially in Latin America;541;Adolfo Pérez Esquivel;Adolfo Pérez Esquivel;Adolfo Pérez Esquivel;férfi;;1931-11-26;Dél-Amerika;;;;Személy;;;;
1980;Orvosi;for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions;419;Baruj Benacerraf;Baruj Benacerraf;Baruj Benacerraf;férfi;;1920-10-29;Dél-Amerika;;;;Személy;Harvard Medical School, Boston, MA, USA;;;
1980;Irodalmi;who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts;657;Czeslaw Milosz;Czeslaw Milosz;Czeslaw Milosz;férfi;;1911-06-30;Európa;;;;Személy;;;;
1980;Orvosi;for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions;421;George D. Snell;George D. Snell;George D. Snell;férfi;;1903-12-19;Észak-Amerika;;;;Személy;Jackson Laboratory, Bar Harbor, ME, USA;;;
1980;Fizikai;for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons;116;James Cronin;James Cronin;James Watson Cronin;férfi;;1931-09-29;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1980;Orvosi;for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions;420;Jean Dausset;Jean Dausset;Jean Dausset;férfi;;1916-10-19;Európa;;;;Személy;Université de Paris, Laboratoire Immuno-Hématologie, Paris, France;;;
1980;Közgazdasági;for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies;694;Lawrence R. Klein;Lawrence R. Klein;Lawrence R. Klein;férfi;;1920-09-14;Észak-Amerika;;;;Személy;University of Pennsylvania, Philadelphia, PA, USA;;;
1980;Kémiai;for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA;254;Paul Berg;Paul Berg;Paul Berg;férfi;;1926-06-30;Észak-Amerika;;;;Személy;Stanford University, Stanford, CA, USA;;;
1980;Fizikai;for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons;117;Val Fitch;Val Fitch;Val Logsdon Fitch;férfi;;1923-03-10;Észak-Amerika;;;;Személy;Princeton University, Princeton, NJ, USA;;;
1980;Kémiai;for their contributions concerning the determination of base sequences in nucleic acids;255;Walter Gilbert;Walter Gilbert;Walter Gilbert;férfi;;1932-03-21;Észak-Amerika;;;;Személy;Harvard University, Biological Laboratories, Cambridge, MA, USA;;;
1980;Kémiai;for their contributions concerning the determination of base sequences in nucleic acids;222;Frederick Sanger;Frederick Sanger;Frederick Sanger;férfi;;1918-08-13;Európa;;;;Személy;MRC Laboratory of Molecular Biology, Cambridge, United Kingdom;;;
1981;Fizikai;for their contribution to the development of laser spectroscopy;119;Arthur L. Schawlow;Arthur L. Schawlow;Arthur Leonard Schawlow;férfi;;1921-05-05;Észak-Amerika;;;;Személy;Stanford University, Stanford, CA, USA;;;
1981;Orvosi;for their discoveries concerning information processing in the visual system;423;David H. Hubel;David H. Hubel;David H. Hubel;férfi;;1926-02-27;Észak-Amerika;;;;Személy;Harvard Medical School, Boston, MA, USA;;;
1981;Irodalmi;for writings marked by a broad outlook, a wealth of ideas and artistic power;658;Elias Canetti;Elias Canetti;Elias Canetti;férfi;;1905-07-25;Európa;;;;Személy;;;;
1981;Közgazdasági;for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices;695;James Tobin;James Tobin;James Tobin;férfi;;1918-03-05;Észak-Amerika;;;;Személy;Yale University, New Haven, CT, USA;;;
1981;Fizikai;for his contribution to the development of high-resolution electron spectroscopy;120;Kai M. Siegbahn;Kai M. Siegbahn;Kai M. Siegbahn;férfi;;1918-04-20;Európa;;;;Személy;Uppsala University, Uppsala, Sweden;;;
1981;Kémiai;for their theories, developed independently, concerning the course of chemical reactions;257;Kenichi Fukui;Kenichi Fukui;Kenichi Fukui;férfi;;1918-10-04;Ázsia;;;;Személy;Kyoto University, Kyoto, Japan;;;
1981;Fizikai;for their contribution to the development of laser spectroscopy;118;Nicolaas Bloembergen;Nicolaas Bloembergen;Nicolaas Bloembergen;férfi;;1920-03-11;Európa;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1981;Kémiai;for their theories, developed independently, concerning the course of chemical reactions;258;Roald Hoffmann;Roald Hoffmann;Roald Hoffmann;férfi;;1937-07-18;Európa;;;;Személy;Cornell University, Ithaca, NY, USA;;;
1981;Orvosi;for his discoveries concerning the functional specialization of the cerebral hemispheres;422;Roger W. Sperry;Roger W. Sperry;Roger W. Sperry;férfi;;1913-08-20;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
1981;Orvosi;for their discoveries concerning information processing in the visual system;424;Torsten N. Wiesel;Torsten N. Wiesel;Torsten N. Wiesel;férfi;;1924-06-03;Európa;;;;Személy;Harvard Medical School, Boston, MA, USA;;;
1981;Béke;for promoting the fundamental rights of refugees;515;Office of the United Nations High Commissioner for Refugees;;;;;;;Office of the United Nations High Commissioner for Refugees;UNHCR;1951;Szervezet;;;;
1982;Kémiai;for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes;259;Aaron Klug;Aaron Klug;Aaron Klug;férfi;;1926-08-11;Európa;;;;Személy;MRC Laboratory of Molecular Biology, Cambridge, United Kingdom;;;
1982;Béke;for their work for disarmament and nuclear and weapon-free zones;544;Alfonso García Robles;Alfonso García Robles;Alfonso García Robles;férfi;;1911-03-20;Észak-Amerika;;;;Személy;;;;
1982;Béke;for their work for disarmament and nuclear and weapon-free zones;543;Alva Myrdal;Alva Myrdal;Alva Myrdal;nő;;1902-01-31;Európa;;;;Személy;;;;
1982;Orvosi;for their discoveries concerning prostaglandins and related biologically active substances;426;Bengt I. Samuelsson;Bengt I. Samuelsson;Bengt I. Samuelsson;férfi;;1934-05-21;Európa;;;;Személy;Karolinska Institutet, Stockholm, Sweden;;;
1982;Irodalmi;for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts;659;Gabriel García Márquez;Gabriel García Márquez;Gabriel García Márquez;férfi;;1927-03-06;Dél-Amerika;;;;Személy;;;;
1982;Közgazdasági;for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation;696;George J. Stigler;George J. Stigler;George J. Stigler;férfi;;1911-01-17;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1982;Orvosi;for their discoveries concerning prostaglandins and related biologically active substances;427;John R. Vane;John R. Vane;John R. Vane;férfi;;1927-03-29;Európa;;;;Személy;The Wellcome Research Laboratories, Beckenham, United Kingdom;;;
1982;Fizikai;for his theory for critical phenomena in connection with phase transitions;121;Kenneth G. Wilson;Kenneth G. Wilson;Kenneth G. Wilson;férfi;;1936-06-08;Észak-Amerika;;;;Személy;Cornell University, Ithaca, NY, USA;;;
1982;Orvosi;for their discoveries concerning prostaglandins and related biologically active substances;425;Sune K. Bergström;Sune K. Bergström;Sune K. Bergström;férfi;;1916-01-10;Európa;;;;Személy;Karolinska Institutet, Stockholm, Sweden;;;
1983;Orvosi;for her discovery of mobile genetic elements;428;Barbara McClintock;Barbara McClintock;Barbara McClintock;nő;;1902-06-16;Észak-Amerika;;;;Személy;Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA;;;
1983;Közgazdasági;for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium;697;Gerard Debreu;Gerard Debreu;Gerard Debreu;férfi;;1921-07-04;Európa;;;;Személy;University of California, Berkeley, CA, USA;;;
1983;Kémiai;for his work on the mechanisms of electron transfer reactions, especially in metal complexes;260;Henry Taube;Henry Taube;Henry Taube;férfi;;1915-11-30;Észak-Amerika;;;;Személy;Stanford University, Stanford, CA, USA;;;
1983;Béke;for non-violent struggle for free trade unions and human rights in Poland;545;Lech Walesa;Lech Walesa;Lech Walesa;férfi;;1943-09-29;Európa;;;;Személy;;;;
1983;Fizikai;for his theoretical studies of the physical processes of importance to the structure and evolution of the stars;122;Subramanyan Chandrasekhar;Subramanyan Chandrasekhar;Subramanyan Chandrasekhar;férfi;;1910-10-19;Ázsia;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1983;Fizikai;for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe;123;William A. Fowler;William A. Fowler;William Alfred Fowler;férfi;;1911-08-09;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
1983;Irodalmi;for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today;660;William Golding;William Golding;William Golding;férfi;;1911-09-19;Európa;;;;Személy;;;;
1984;Kémiai;for his development of methodology for chemical synthesis on a solid matrix;261;Bruce Merrifield;Bruce Merrifield;Robert Bruce Merrifield;férfi;;1921-07-15;Észak-Amerika;;;;Személy;Rockefeller University, New York, NY, USA;;;
1984;Fizikai;for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction;124;Carlo Rubbia;Carlo Rubbia;Carlo Rubbia;férfi;;1934-03-31;Európa;;;;Személy;CERN, Geneva, Switzerland;;;
1984;Orvosi;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies;431;César Milstein;César Milstein;César Milstein;férfi;;1927-10-08;Dél-Amerika;;;;Személy;MRC Laboratory of Molecular Biology, Cambridge, United Kingdom;;;
1984;Béke;for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in  South Africa;546;Desmond Tutu;Desmond Tutu;Desmond Mpilo Tutu;férfi;;1931-10-07;Afrika;;;;Személy;;;;
1984;Orvosi;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies;430;Georges J.F. Köhler;Georges J.F. Köhler;Georges J.F. Köhler;férfi;;1946-04-17;Európa;;;;Személy;Basel Institute for Immunology, Basel, Switzerland;;;
1984;Irodalmi;for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man;661;Jaroslav Seifert;Jaroslav Seifert;Jaroslav Seifert;férfi;;1901-09-23;Európa;;;;Személy;;;;
1984;Orvosi;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies;429;Niels K. Jerne;Niels K. Jerne;Niels K. Jerne;férfi;;1911-12-23;Európa;;;;Személy;Basel Institute for Immunology, Basel, Switzerland;;;
1984;Közgazdasági;for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis;698;Richard Stone;Richard Stone;Richard Stone;férfi;;1913-08-30;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1984;Fizikai;for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction;125;Simon van der Meer;Simon van der Meer;Simon van der Meer;férfi;;1925-11-24;Európa;;;;Személy;CERN, Geneva, Switzerland;;;
1985;Irodalmi;who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition;662;Claude Simon;Claude Simon;Claude Simon;férfi;;1913-10-10;Afrika;;;;Személy;;;;
1985;Közgazdasági;for his pioneering analyses of saving and of financial markets;699;Franco Modigliani;Franco Modigliani;Franco Modigliani;férfi;;1918-06-18;Európa;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
1985;Kémiai;for their outstanding achievements in the development of direct methods for the determination of crystal structures;262;Herbert A. Hauptman;Herbert A. Hauptman;Herbert A. Hauptman;férfi;;1917-02-14;Észak-Amerika;;;;Személy;The Medical Foundation of Buffalo, Buffalo, NY, USA;;;
1985;Béke;for spreading authoritative information and by creating awareness of the catastrophic consequences of  nuclear  war;547;International Physicians for the Prevention of Nuclear War;;;;;;;International Physicians for the Prevention of Nuclear War;IPPNW;1980;Szervezet;;;;
1985;Kémiai;for their outstanding achievements in the development of direct methods for the determination of crystal structures;263;Jerome Karle;Jerome Karle;Jerome Karle;férfi;;1918-06-18;Észak-Amerika;;;;Személy;US Naval Research Laboratory, Washington, DC, USA;;;
1985;Orvosi;for their discoveries concerning the regulation of cholesterol metabolism;433;Joseph L. Goldstein;Joseph L. Goldstein;Joseph L. Goldstein;férfi;;1940-04-18;Észak-Amerika;;;;Személy;University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA;;;
1985;Fizikai;for the discovery of the quantized Hall effect;126;Klaus von Klitzing;Klaus von Klitzing;Klaus von Klitzing;férfi;;1943-06-28;Európa;;;;Személy;Max-Planck-Institut für Festkörperforschung, Stuttgart, Germany;;;
1985;Orvosi;for their discoveries concerning the regulation of cholesterol metabolism;432;Michael S. Brown;Michael S. Brown;Michael S. Brown;férfi;;1941-04-13;Észak-Amerika;;;;Személy;University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA;;;
1986;Kémiai;for their contributions concerning the dynamics of chemical elementary processes;264;Dudley R. Herschbach;Dudley R. Herschbach;Dudley R. Herschbach;férfi;;1932-06-18;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1986;Béke;for being a messenger to mankind: his message is one of peace, atonement and dignity;548;Elie Wiesel;Elie Wiesel;Elie Wiesel;férfi;;1928-09-30;Európa;;;;Személy;;;;
1986;Fizikai;for his fundamental work in electron optics, and for the design of the first electron microscope;127;Ernst Ruska;Ernst Ruska;Ernst Ruska;férfi;;1906-12-25;Európa;;;;Személy;Fritz-Haber-Institut der Max-Planck-Gesellschaft, Berlin, Germany;;;
1986;Fizikai;for their design of the scanning tunneling microscope;128;Gerd Binnig;Gerd Binnig;Gerd Binnig;férfi;;1947-07-20;Európa;;;;Személy;IBM Zurich Research Laboratory, Rüschlikon, Switzerland;;;
1986;Fizikai;for their design of the scanning tunneling microscope;129;Heinrich Rohrer;Heinrich Rohrer;Heinrich Rohrer;férfi;;1933-06-06;Európa;;;;Személy;IBM Zurich Research Laboratory, Rüschlikon, Switzerland;;;
1986;Közgazdasági;for his development of the contractual and constitutional bases for the theory of economic and political decision-making;700;James M. Buchanan Jr.;James M. Buchanan Jr.;James M. Buchanan Jr.;férfi;;1919-10-03;Észak-Amerika;;;;Személy;Center for Study of Public Choice, Fairfax, VA, USA;;;
1986;Kémiai;for their contributions concerning the dynamics of chemical elementary processes;266;John C. Polanyi;John C. Polanyi;John C. Polanyi;férfi;;1929-01-23;Európa;;;;Személy;University of Toronto, Toronto, Canada;;;
1986;Orvosi;for their discoveries of growth factors;435;Rita Levi-Montalcini;Rita Levi-Montalcini;Rita Levi-Montalcini;nő;;1909-04-22;Európa;;;;Személy;Institute of Cell Biology of the C.N.R., Rome, Italy;;;
1986;Orvosi;for their discoveries of growth factors;434;Stanley Cohen;Stanley Cohen;Stanley Cohen;férfi;;1922-11-17;Észak-Amerika;;;;Személy;Vanderbilt University School of Medicine, Nashville, TN, USA;;;
1986;Irodalmi;who in a wide cultural perspective and with poetic overtones fashions the drama of existence;663;Wole Soyinka;Wole Soyinka;Wole Soyinka;férfi;;1934-07-13;Afrika;;;;Személy;;;;
1986;Kémiai;for their contributions concerning the dynamics of chemical elementary processes;265;Yuan T. Lee;Yuan T. Lee;Yuan T. Lee;férfi;;1936-11-19;Ázsia;;;;Személy;University of California, Berkeley, CA, USA;;;
1987;Kémiai;for their development and use of molecules with structure-specific interactions of high selectivity;269;Charles J. Pedersen;Charles J. Pedersen;Charles J. Pedersen;férfi;;1904-10-03;Ázsia;;;;Személy;Du Pont, Wilmington, DE, USA;;;
1987;Kémiai;for their development and use of molecules with structure-specific interactions of high selectivity;267;Donald J. Cram;Donald J. Cram;Donald J. Cram;férfi;;1919-04-22;Észak-Amerika;;;;Személy;University of California, Los Angeles, CA, USA;;;
1987;Fizikai;for their important break-through in the discovery of superconductivity in ceramic materials;130;J. Georg Bednorz;J. Georg Bednorz;J. Georg Bednorz;férfi;;1950-05-16;Európa;;;;Személy;IBM Zurich Research Laboratory, Rüschlikon, Switzerland;;;
